"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Oran Limited","Po Box 651C Harbour Industrial Estate","","Phone Numbers:  --- Emails: ","Barbados","1","West Palm Beach, Fl","Bridgetown","761010","Stc Crates Aluminum Windows Door Bundle Aluminum Tub Enclosures Plastic Windows","1","523","",""
"Orient International Holding Shanghai Foreign Trade Co Ltd","Add:Floor 6-12 Suite B Orient International Building 85 Lou Shan Guan@","","Phone Numbers:  --- Emails: ","China","1","New York/Newark Area, Newark, Nj","","730890","Prepainted Composite Wall Panel Prepainted Composite Wall Panel Prepainted Composite Wall Panel Aluminum Extrusion Subgirt Road Shanghai China Kyle Yahoo","2","30135","Windows Aaa Corp","32 West 28Th Street New York Ny10001 U S A Contact Person: Kyle Ng Tel: +001 646 667 8450/@@"
"Pacific Star Express China Co Ltd","Unit17 15Fl Shijiyinghuangmansion No 38 Jianxinnorthroad Jiangbeidistrict Chongqing China","","Phone Numbers:  --- Emails: ","China","1","Long Beach, Ca","Shanghai","760719","Paper Insert Aluminum Foil Bagplastic Bottles","1","837","",""
"Palgag Technologies","Kivutz Gaash Israel","","Phone Numbers:  --- Emails: ","Israel","1","New York/Newark Area, Newark, Nj","Haifa","761090","Aluminum Cassette","1","5274","Best Shipping Limited","/ Bermuda Forwarders P O Box Hm 335 Hamilton Hm Bx Main: 441-292-8080 Direct: 441-294-6214 Latoni Viera"
"Pan Taiwan Enterprise Co Ltd","16F-1 No 16 Jian Ba Road Chung Ho District New Taipei City Taiwan Vat No 12119974","","Phone Numbers:  --- Emails: ","China","1","Long Beach, Ca","Ningpo","845430","Aluminum Thermometer Head Casting","1","122","Marshall Instruments Inc","2930 East La Cresta Anaheim Ca 92806 Usa Tel: 1-714-632-8565"
"Panache India International Opp Rahi Tourist Complex Delhi","Roadmoradabad Moradabad 244001 In","","Phone Numbers:  --- Emails: ","India","1","Savannah, Ga","Jawaharlal Nehru","761520","Decorative Art Ware Aluminum Glass Iron Marble Agates Stone","2","4563670","Crestview Collections","4300 Concorde Road Memphis Tn Phone 901-486-7970 Memphis 38118 Us"
"Panda Aluminyum A","Orhaniye Mahallesi Orhaniye Mah Serpmeleri No:191/B 06980 Kazan/ Ankara / Turkiye","","Phone Numbers:  --- Emails: ","Turkey","1","New York/Newark Area, Newark, Nj","Algeciras","760711","Aluminum Foil Roll","2","19572","Handi Foil Aluminum Corp","135 East Hintz Road Wheeling Il 600United States Rehana Qamar / Rqamar@Handi-Foil Co"
"Partyworld Workshop Ltd","Oocl Logistics Ningbo O/B Partyworld Workshop Ltd & Dalian Penny International Trading Co Ltd & B2 Fashions Inc Flat D1 13/F Phase 1 @","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Ningpo","482369","Party Paper Plateyellow Party Paper Plateyellow Unicorncenterpiecedecoration Party Paper Plateyellow Paper Paper Platespink Party Paper Platespink Balloon Hangingswirl Decoration Unicorn Hangingswirl Decoration Ballooncenterpiecedecoration Paper Aluminum Wallet Solid Color Kaiser Estate Man Yue Street Hunghom Kowloon Hong Kong","1","14528","99 Cents Only Stores Llc","4000 Union Pacific Avenue Commerce Ca 90023 323-980-8145 Importdocumentation@99Only Com"
"Patak Tekstil Sanayi Ve Ticaret Limited","Sirketi Selcuk Bey Mah 648/1 Sk C1 Blok Sitesi Evora Konutlari Blok No:9A Kat : 17","","Phone Numbers:  --- Emails: ","Turkey","1","Miami, Fl","Valencia","520831","Cotton Acqualina White Towel Cotton Acqualina White Towel Cotton Acqualina Chair Cover Cotton Acqualina Chair Cover Cotton Loews Hotel Chair Cover Cotton Loews Hotel Chair Cover Cotton Loews Hotel Black Stripe Pool Tow Cotton Sunset Bathmat Cotton Baccarat Bath Towel Cotton Lux Bath Rug Cotton Loews Hotel Black Stripe Pool Tow Cotton Baccarat Bath Towel Cotton Lux Bath Rug Drywall Painted Profile Painted Profile Painted Profile Stone Cutting Electrode Drilling Screws Iron Bar Plaster Tex Plaster Satin Joint Tape Plaster Corner Profile Double Glass Flat Glass Mdf Door Glass Wool Aluminum Joinery","1","14268","Globaltex Usa Llc","7110 Ne 4Th Ct Miami Fl 33138 Usa Tel: 1 786 6574423"
"Pen Eve International Llc","412 Darby Way Ste 4 15017 Bridgeville United States","","Phone Numbers:  --- Emails: ","Bahamas","1","Charleston, Sc","South Riding Point","761090","Fscu Cube Sai Aluminum Roll Volvo Blue Vin Suspension Bed Caps Volvo Wht Vin Engine Fender Flair Bmw Blk Vin Wbanf Exhau Plt Transmission Plt Engine Engine Moving Aes Itn Aes Itn Freigh Destination Arges Stow","1","6029","Backfalts Bilservice Ab","Salobackantie 4 Nederve 68410 Finland Tel: 358 40 7332 493"
"Petex International Ltd","Expeditors China Shanghai Branch No 128 Linhong Road Shanghai 200335T:+86 0 21-52574698 F:+86 0 21-33720242 O/B Petex International Ltd @","","Phone Numbers: +860213372024, +860215257469 --- Emails: ","China","1","Norfolk, Va","","850990","Vacuum Cleaner Trailer Accessories Vacuum Cleaner Trailer Accessories Pet Supplies Pet Bed Hanging Deer Feeder Ramp Zhejiang Xinsheng Aluminum Technology Shanghai Jingco Machinery Suzhou Alton Electrical Mechanical Shanghai Soloveme International Trading Shanghai Homsteel Industry","1","17052","Tractor Supply Co","Of Texas L P 5401 Virginia Way Brentwood Tn 37027 Usa Ph: 615-366-4600 Customsbrokerage@Tractorsupply Com"
"Piaoyang Li","Level 1 Shenzhen Intl Airport Carg Shenzhen Guangdong","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Yantian","281830","Aluminum Bike Headset Washe","0","1","",""
"Platinum","Room 1510 No 1839 Qixin Rd North Fortune 108 Tower Shanghai 201101 China Shanghai 201101 China Cn","","Phone Numbers:  --- Emails: ","China","1","Oakland, Ca","Shanghai","830241","Aluminum Door","1","110","Aj Lehr","1641 Laurel St San Carlos California United States Of America94070 Alehr308@Gmail Com 94070 Alehr308@Gmail Com"
"Pm Spa","Via Xxv Aprile 3 25030 Maclodio Bs Italy","","Phone Numbers:  --- Emails: ","Italy","1","New York/Newark Area, Newark, Nj","Genoa","760120","Unwrought Aluminum Alloys Aluminium Blocks Unwrought Aluminum Alloys Aluminium Blocks","4","49803","Ellwood Speciality Steel Group","499 Honeybee Lane New Castle Pa 16105 Te 724-971-1157 Em Dmooreelwd Com"
"Porcelanosa Sau","Ctra N 340 Km 56 2 12540 Villareal Castellon Spain Ph:964 50 71 00 Fx:964 50 71 21","","Phone Numbers:  --- Emails: ","Spain","1","Houston, Tx","Valencia","940360","Ceramic Tiles Pallet Marble Travertine Ala Bastros Pallet Other Stone Manuf Tempered Glass Mirrors Without Framing Thers Pallet Sheets Pipe Fittings Iron Steel Furniture Fittings Bundle Pallet Metal Furniture Others Wooden Kitchen Furniture Bundle Pallet Wooden Furniture Dinin Rooms Livingrooms Wooden Furniture Bathroom Pallet Aluminum Appliances Other Led Sources Marble Travertine Ala Bastros Pallet Wooden Furniture Bathroom Promotional Pallet Lacquered Wood Furniture Isplay Pallet Ceramic Tiles","2","23836","C Air International Inc","9841 Airport Boulevard Suite 1400 90003 Los Angeles Ca Usa Ph: 310 348-3777 Fx: 310 216-9525 Teresa@Cairla Com;"
"Precision Fabricators Limited","Liability Company 223017 Belarus Minsk Region Novodvorskiy V/C Gatovo Office 11","","Phone Numbers:  --- Emails: ","Lithuania","1","New York/Newark Area, Newark, Nj","Rotterdam","761010","Aluminium Building Metal Pkg Fenestration Unit From Aluminum Profiles Glass Pkg Fenestration Unit From Aluminum Profiles Glass Pkg Fenestration Unit From Aluminum Profiles Glass","1","12415","Avrams Inc","2255 Button Gwinnett Dr Ste 130 Atlanta Ga 30340 Phone 646-789-1827 Email Info@Awdi Nyc"
"Procel","Carretera Cala Cala Km 7 S/N Tel 5278047 Oruro - Bolivia","","Phone Numbers:  --- Emails: ","Costa Rica","1","New Orleans, La","Puerto Manzanillo","760200","Aluminum Scrap Ubc","2","20470","Ami Trade Usa Inc","1875 Sw 22 St Miami Fl 33145 Usa Phone: 305 854-8890 Fax: 305 85 Imports@Amitrading Com"
"Prostreet Import Co Ltd","No 13 Wuquan 6Th Road Wugu Dist New Taipei City 24889 Taiwan R O C Tel:886-2-22990117","","Phone Numbers: 886222990117 --- Emails: ","Taiwan","1","Los Angeles, Ca","Chi Lung","870829","Auto Carbon Fiber Engin Hood Carbon Fiber Front Lip Aluminum Fender Carbon Fiber Front Lip Trunk Spoile Front Bumper Lip Plastic Front Lip Har Dware Screws Gts Hood Vent Cover Side Skirt Lip Screws Carbon Fiber Diffuser Engine Ent Cover Vent Cover Carbon Fiber Rear Spli Tter Lip Fiber Front Splitter Lip","1","3220","",""
"Protrend Import & Export Guangzhou Co Ltd","Rm 1102 No 341 Fude Road Qiaonan Street Panyu District Guangzhou Cn","","Phone Numbers:  --- Emails: ","China","1","Long Beach, Ca","Shanghai","230044","Aluminum Flagpole Solid Wood Scac Sups Ams Hbl Chks","2","18609","Egrow Industrial Usa Inc","16328 S Avalon Blvd Gardena Ca 90248 E-Mail:Sinnzhou@Hotmail Com Gardena Ca Ca 90248 Us"
"Qingdao Everlasting Auto Parts Co","No 318 Wenchang Road Licang District Qingdao China Mobile= +86 15165 254768","","Phone Numbers: +8615165254768 --- Emails: ","China","1","Long Beach, Ca","Kao Hsiung","843320","Premium Cargo Metal Brace Farm Tractor Plastic Brackets Farm Tractor Farm Tractor Exhaust Strut Brace Pedal Aluminum Adapter Car Wheels Link Bar Clamps Solid Wood","1","4805","Clifford Parts","1001 S Main St Kalispell Mt 59901 Usa Tel/Fax=1-562-483-0584"
"Qingdao Huatian Hand Truck Co Lt","97 Tianjin Rd Yinzhu Industrial Zone Jiaonan Qingdao China","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Qingdao","940320","Tool Cart Shelf Aluminum Shelf Gate Lockers Wood Door","4","38534","National Cart Co","3125 Boschertown Road St Charles Mo 63301 636-947-3800"
"Qingdao Instinct Industrial Co Ltd","No 16 Liaoyang East Road Qingdao C Hina","","Phone Numbers:  --- Emails: ","China","1","Tacoma, Wa","Pusan","720421","Keychain Printing Machine Refri Gerator Magnet Stainless Steel Tumblers Aluminum Sheet","1","2012","Phytosweets","Unit 202 Buzzer 1313 13728 108 Ave Surrey Bc Canada V3T 0G2"
"Qingdao Jinhuanghai Container","Co Ltd Dajinjia Village Jimo Qingdao China266000","","Phone Numbers:  --- Emails: ","China","1","Savannah, Ga","Qingdao","860900","Modified Aluminum Modified Aluminum Perf Insulation Own Modified Aluminum","7","36000","Summit Worx Llc","490 Wando Park Blvd Mt Pleasant Sc 29464 Tel:843 352 9020"
"Qingdao Lucky Ocean Scm Co Ltd","Room 3012 Building Ding 3 6 Shandonroad Shinan District Qingdao City Shandong Province China","","Phone Numbers:  --- Emails: ","China","1","San Juan, Puerto Rico","Puerto Manzanillo","281810","Clear Aluminum Mirror White Lass","1","25000","Pedro L Carmona Inc","Reparto Monte Rey #3 Acacia St Suite 205 San Juan Puerto Rico 00920"
"Qingdao Namae Electronics Inc","No 109 Linghai North Road Lingshanwei Town Jiaonan Qingdao","","Phone Numbers:  --- Emails: ","China","1","Long Beach, Ca","Shanghai","853669","Switch Tact Resistors Aluminum Electrolytic Capacitor Printed Circuit Board Connectors","1","4212","",""
"Qingdao Qiming Rubber Co Ltd","Addressroom602 Unit1 Building 3 2 02 Yanansan Road Shinan District","","Phone Numbers:  --- Emails: ","China","1","Seattle, Wa","Pusan","611512","Pvc Hose Aluminum Hose Couplings Rubber Hose Als","2","26380","Buchanan Rubber Ltd","50 Fasken Dr Unit12 Toronto Onta Rio M9W 1K5 Canada Tel1-888-775-"
"Qingdao Runde Copper Aluminum","40 Shanxian Road Qingdao China Tel: 15192573772","","Phone Numbers: 15192573772 --- Emails: ","Republic Of Korea","1","Miami, Fl","Pusan","761520","Aluminum Roller","1","4320","World Industrial Products Inc","5803 Nw 151 Street Suite 204 Miami Lakes Florida 33014 Tel:305-231-0221"
"Rdmint Inc","E-531 9-4 Taihu East Road Xinbei District Changzhou City Jiangsu Cha Ngzhou Jiangsu Cn","","Phone Numbers:  --- Emails: ","China","1","Savannah, Ga","Shanghai","761699","Aluminum Wheelchair Ramp Rubber Threshold Luggage Carrier Nut Gatherer Escape Too Crutch Bike Rack Pet Bowl","1","13957","Ruedamann Inc","1010 Race Street 1St Fl Ste 3 Philadelphia Pa 19107 Usa Tel:6 624005474 Philadelphia Pa Us"
"Recicladora Centroamericana","17 Pueblo Nuevo Fernandez De Cordo Panama City","","Phone Numbers:  --- Emails: ","Mexico","1","Port Everglades, Fl","Puerto Manzanillo","760200","Aluminum Scrap","12","136788","Cna Metals Limited","4800 Sugar Grove Blvd Suite 317 Stafford Tx 77477 Usa T:2814944940 F:2814949494"
"Recuperaciones Industriales Internationales S A De C V","Carretera A Laredo Km 25 2 S/N Monterrey Technology Park Cienega De Flores Nl Mexico Cp","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","760200","Aluminum Scrap","2","23080","Sigma Brothers Inc","24 Tai-Chi Road Hsiao-Kang Dist Kaohsiung 81246 Taiwan Tel 886-7-801-9111 Fax 886-7-803-2211 Vat 69690873 Attn Ms Mandy Chou Email"
"Regent Group Inc","Oocl Logistics Ningbo O/B Regent Group Inc & B2 Fashions Inc 10451 Rue Secant Quebec Canada","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Ningpo","262060","Usb Mini Fan Aluminum Wallet Usb Mini Fan Aluminum Wallet Solid Color Importdocumentation Only Rowenai Carmnet Importdocumentation Only","1","9683","99 Cents Only Stores Llc","4000 Union Pacific Avenue Commerce Ca 90023 Norm Pavlic 323-980-8145 Ext 1529@@@@"
"Reliable Collection Kachcha Bagh Lal Masjid","Road Moradabad 244001 India","","Phone Numbers:  --- Emails: ","India","1","Norfolk, Va","Mundra","741980","Handicrafts Brass Nine Hundred Five Pallet Loose Handicrafts Brass Aluminum Artwares Iec Loose Handicraft Artware Sheesham Wooden Aluminium Brass Iron Iec Loose Indian Artwares Handicrafts Aluminium Artwares Iec Adufs","1","2150","Infinity Urns Llc","955 236Th St Ne 3 North Liberty Ia 52317 Usa Tel 001- 980-322-4343"
"Rizhao Timing Machinery Co Ltd","No 403 Building 37 Crystal Garde Donggang District Rizhao","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Qingdao","690320","Hinges Butt Backflap Support Sewing Machine Shelf Koala Nozzle Nozzle Intake Tank Deflector Intake Deflector Nozzle Base Aluminum Casting Wet Dry Blk Brush Housing Bumper Metal Floor Machines Black Pas Plug Drain Hose Pfx Pas Cascade Pfx Axle Wheel Chain Sce Zinc","1","4323","",""
"Rutherford Group Inc","C/O Coremetals Llc 136-33 37Th Ave Unit 8A Flushing Ny 11354","","Phone Numbers:  --- Emails: ","Jamaica","1","Baltimore, Md","Port Bustamante","760421","Aluminum Alloy Transaction Reference Itn Aluminum Alloy Transaction Reference Itn Aluminum Alloy Transaction Reference Itn","6","69233","Super Elite Trade Sdn Bhd","Gao Dx/Dp Lot 15297 Jalan Dato Mohd Sidi 41000 Klang Selangor Tel:  014-912-6260 Email: Superelitetrade@Gmail Com"
"S & S Industries S De Rl","Zip Calpules Edifi 3A Km7 A La Lima San Pedro Sula Corte Ph:504 2559-0255/025 6","","Phone Numbers: 50425590255 --- Emails: ","Belize","1","Wilmington, De","Puerto Castilla","441520","Metal Operating Reserved Oper Reefers Reserved Oper Reefers Swlac Steel Ring Slides Nylonized Into Pallet Into Pallet Plastic Slides Into Steel Rings Slides Pallet Underwires Galvanized Pallet Underwires Metal Boning Into Pallet Ring Metal Raw Oval Ring Metal Raw Keeper Metal Coating Paint Metal Pallet Uni Kva Resistance Butt Welding Macnine Into Pallet Button Forming Machine Wire Diam Into Pallet Dry Transformer Kva Into Pallet Bending Machine Aluminum Wire Nose Pallet Die Mold Returned Repaired Bulks Into Shippers Stow","1","6654","Same As Consignee","Heidi Magee / Tim O Hara Hmagee@Sxindustries Com Tim@Sxindustries Com"
"S C Johnson And Son S A De C V","Av Paseo De La Reforma 483 Piso 10 11 Y 12 Col Cuahtemoc Cp 06500 Rfc Scj 690102 Le4 Ctc Deniss Chavarria / Tel 722 2755000 / E-","","Phone Numbers: 7222755000 --- Emails: ","Mexico","1","Houston, Tx","Veracruz","380891","Aerosol Aerosol Flammable Max Class Flas Point Marine Pollutant Imiprothrin Cyfluthrin Propellant Isopropyl Alcohol Fragance Solvent Conosol Ems Aerosol Insecticide Fibreboard Aerosol Insecticide Aluminum Cans Each Can Butane Propane Permethrin Cis Trans Allethrin Fibreboard Aerosol Insecticide Aluminum Cans Each Can Butane Propane Permethrin Cis Trans Allethrin Fibreboard Aerosol Insecticide Aluminum Cans Each Can Butane Propane Permethrin Cis Trans Allethrin Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencias Llc Tropical Shipping All Charges Should Payed Ppd Kestrel Imo Class Flashpoint Proper Shipping Name Aerosol Emergency Name Oscar Fernandez Emergency Phone","1","16666","Kestrel Liner Agencies Llp Tax Id","710885661 9505 Nw 108Th Avenue Medley Florida 33178 Atn Gary Aspinall"
"Sakya Industries Corp","No 7 Lugong S 2Nd Road Lukang Township Changhua County Tw","","Phone Numbers:  --- Emails: ","Taiwan","1","Oakland, Ca","Taipei","761520","Aluminum Bike Eyelet","1","1230","",""
"Sanke Trade Dmcc","Bisam Cephe Yapi Sistemleri San Ve Tic Ai Fevzipasa Mah Uskumru Sok No 14 Degirmenk Y Silivri Istanbul On Behalf Of Sanke Trading Dmcc","","Phone Numbers:  --- Emails: ","Turkey","1","New York/Newark Area, Newark, Nj","Istanbul","761090","Profiles Aluminum Window Glass Profiles Accessories Demounted Aluminum Storefront Glass Profiles Accessories Demounted Aluminum Vestibule Profiles Demounted Aluminum Door Demonted Insulated Glass Unit Aluminum Facade Aluminum Sheet Cladding Canopy Accessories Demounted","1","6700","United Cargo International","175-01 Rockaway Blvd Suite 303 Jamaica Ny 11434 Tel 718-962-8898 Ext 301 Jenniferfucishipping Com"
"Seismo International Limited","Rm#201 Block B Zhaoxuan Science Park No 9 Hongyuan Road Nancheng District Dongguan City Guangdong Province Chinagguan City Guangdong Province Cn","","Phone Numbers:  --- Emails: ","China","1","Oakland, Ca","Shanghai","761210","Aluminum Bottle Aluminum Ropp Cap","1","534","Wash Park Vintners Llc","Dba Bigsby S Folly Add:21660 8Th Street E Bldg Asonoma California 95476 Brian Graham 1-707-501-7697 Brian Graham 1-707-501-7697"
"Selective Packaging Ltd","2301 Zhongmo Plaza No 398 Nanlei South Rd Yuyao City Zhejiang China 315400 Tel:+86-574-62826233 Fax:+8 6-574-62826215","","Phone Numbers: +865746282621, +8657462826233 --- Emails: ","China","1","Long Beach, Ca","Ningpo","390760","Pet Bottle Aluminum Bottle Plastic Cap Hand Pumps Liquid Soappet Bottle Aluminum Bottle Plastic Cap Hand Pumps Liquid Soappet Bottle Aluminum Bottle Plastic Cap Hand Pumps Liquid Soappet Bottle Aluminum Bottle Plastic Cap Hand Pumps Liquid Soap","6","11444","Jocott Brands Inc","8000 Woodley Ave Van Nuys Ca 9140 6 818 902-5537 Ext 234"
"Senator Logistics Sa De Cv","Insurgentes Sur 826 Piso 8 Col Del Valle Ciudad De Mexico Slo030415G77Tomas Colin 55 4140 7164","","Phone Numbers: 5541407164 --- Emails: ","Mexico","1","Houston, Tx","Veracruz","870880","Aluminum Suspension Stc Aluminum Suspension Automotive Use Aluminum Knuckle","1","920","Senator International Spedition","Gmbh Ludwingstrabe 47 D-85399 Hallbergmoos De147839881 Florian Mitterneder +49 811 54157-161"
"Servicios Logisticos Dylo Sa De Cv","Puebla 305 Col Palo Blanco San Pedro Garza Garcia Nl Mexico 66236 Rfc Sld15030948A","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","281830","Aluminum Polychloride Pac Aluminum Polychloride Totes","16","208839","Integral Chile S P A","Av Vitacura 2939 Of 2203 Las Condes Santiago Chile Ph 56224302400 Rut 96 630 5002"
"Servicios Logisticos Integrados","Centroamericanos S A Oficentro Tical Oficina 12","","Phone Numbers:  --- Emails: ","Costa Rica","1","New York, Ny","Bahia De Moin","281830","Aluminum Cable Acsr Aluminum Articicles Express Release Final Destination Brampton Intermodal Drive Ontario Canada","2","20140","Schenker Of Canada Limited","6425 Airport Road Mississauga Ca Sm Amer Atlantic-Docs@Dbsch"
"Shandong Golden Realm Industrial Co","#888 Jinhai Road Zhaoyuan City Shangdong Province China Qingdao Cn","","Phone Numbers:  --- Emails: ","China","1","Seattle, Wa","Pusan","630621","Canopy Aluminum Frame Canopy Tent","1","4622","Tentcraft Inc","2662 Cass Rd Traverse City Mi 49684 -9150 United States Tel 231 995 8555 Traverse City Mi 49684 Us"
"Shandong Intco Recycling Resource","No 18 Qingtian Road Qilu Chemical Iustrial Park Linzi Zibo Shandong Cha 0533-6098666","","Phone Numbers: 05336098666 --- Emails: ","China","1","Long Beach, Ca","Qingdao","940130","Aluminum Mirror Frame Pvc Boa Plastic Art Frame Solid Woo","1","2375","Intco Recycling Inc","5300E Concours St Ontario Ca 9176 Tel:909-481-0227 Fax:909-481-2775"
"Shandong Long King International Co","Room 1104 11/F Yongan Plaza No 268 Quancheng Road Jinan City Shandong 250011 China","","Phone Numbers:  --- Emails: ","China","1","Long Beach, Ca","Qingdao","830241","Outdoor Aluminum Stackable Chair Office Suppliers Clothing Door","1","12888","Kinger Industrial Inc","18605 E Gale Ave #255 City Of Industry Ca 91748 Usa Tel:001-626- 965-8580 Fax:001-626-965-8590"
"Shanghai Alubang Decorative Materia L Co Ltd","No 505 Tahui Road Shihud Ang Industrial Zone Songjiang Shanghai China 201617 Tax Id:31022733 1174 18702102188","","Phone Numbers: 3102273311741870 --- Emails: ","China","1","Long Beach, Ca","Shanghai","210420","Stc Aluminum Composite Pan","1","24000","Alltec International Sa De Cv","Av M Orelos No 58 Col Xocoyahualco C P 54080 Tlalnepantla Edo De Mexico Rfc:Ain 130411 765 Tel:00 52 55 55 200 Fax:00 52 55 5572"
"Shanghai Ambor Manufacturing Limite","456 Xiao Nan Road Fengxian Shanghai 201401 China","","Phone Numbers:  --- Emails: ","China","1","Charleston, Sc","Pusan","851290","Aluminum Lighting","1","11478","Tomax Logistics Llc","500 Yale Avenue N Suite 100 Seattle Wa 98109 Usa Phone: 206 247 6020"
"Shanghai Ambor Manufacturing Ltd","456 Xiao Nan Road Fengxian Shanghai 201401 China Tel:+86 0 21-37189988","","Phone Numbers: +860213718998 --- Emails: ","China","1","Charleston, Sc","Pusan","851290","Aluminum Lighting","1","10174","Tomax Logistics Llc","500 Yale Avenue N Suite 100 Seattle Wa 98109 Usa Phone: 206 247 6020"
"Shanghai Chenxuan Machinery Co Ltd","Ecms O/B Shanghai Chenxuan Machinery Co Ltd No 1388 Middle Jiasong Road Shanghai 201708 China Tel:021-69791666 Fax:021-69791787","","Phone Numbers: 02169791666, 02169791787 --- Emails: ","China","1","Savannah, Ga","","841950","Thermal Valve Seat Thermal Valve Aluminum Fin Heat Exchanger Adapter Support Control Panel Airend Cooler Cover Plate Bracket Mounting General Pipe Cut Groove End Oil Tank Thermal Valve","3","31116","",""
"Shanghai Feichuan Import & Export Corp Ltd","Tower A Fl 18 A Building No 85 Lou Shan Guan Road Shanghai China","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Qingdao","262060","Exciter Ring Trailer Rigging Exciter Ring Trailer Rigging Aluminum Sleeves Solid Wood Intl Gladyst Intl Intl Gladyst Intl","2","21299","Tc International Inc","13225 Barton Circle Whittier Ca 90605-3255 Usa Tel:+1-562-941-1921 Fax:+1-562-946-6785"
"Shanghai Freegate International Trade Co Ltd","Room 1404 No 658 Lingshi Road Shanghai 200072 China","","Phone Numbers:  --- Emails: ","China","1","New York/Newark Area, Newark, Nj","Ningpo","441520","Aluminum Cover Packed Green Pallet Plywood Pallet","1","520","Conrader","3200 W 22Nd Sterie Pa 16506 Ph: 814 898-2727 Attn: Janice Letkiewicz"
"Shanghai Homleader Industrial Limited","Add No399 Baiyin Rd Jingding Building Jiading District Shanghai P R Chinax","","Phone Numbers:  --- Emails: ","China","1","San Juan, Puerto Rico","Caucedo","847170","Wpc Decking Floor Aluminum Post Iron Support Wpc Samples Pohl Tax Gwth Xxmrn Xxxtel","2","26220","Rene Ortiz Villafane Inc","Centro Internacional De Mercadeo Ste 206 100 Carr 165 Guaynabo Pr 00968 Attn Barbara Ortizxxx"
"Shanghai Joygoal Food Machinery Co Ltd","No1082 Jiaxin Road Jiading D Istrict Shanghai China86-21-59156 277 Shanghai Cn","","Phone Numbers: 862159156277 --- Emails: ","China","1","Miami, Fl","Shanghai","760719","Aluminum Foilams Wcigse","1","335","8764 Nw 168Th St","Miami Lakes Fl 33018Alain Garcia+ 1 908 531-9129 Fl Us"
"Shanghai Mylch Windows And Doors Ma","Building 2 No 1388 Linxian Road Jinshan Industrial Zone Shanghai China","","Phone Numbers:  --- Emails: ","China","1","Baltimore, Md","Shanghai","281830","Aluminum Windowns","1","4861","Seg Inc","21135 Whitfield Place Suite 201 Sterling Virginia 20165 United States"
"Shanghai Nanyou Cars&Motorcycle Fit","Huting Road Songjingqu Jiutingzhen Shanghai Cn","","Phone Numbers:  --- Emails: ","China","1","Savannah, Ga","Ningpo","820411","Tool Aluminum","1","3240","Dabin Trade Limited","1142 S Diamond Bar Blvd #921 Diamo 5-2203 Wei Min Chou Tel:+1626600829Diamond Bar Ca Us"
"Shanghai Pinyang Media Co Ltd","No 1-24 Lane 19 Ganghe Road Xidu Town Fengxian Shanghai China021-67158701","","Phone Numbers: 02167158701 --- Emails: ","China","1","Seattle, Wa","Shanghai","842390","White Vinyl Digital Photo Paper Grey Back Polyester Aluminum Display Bars Polyester Fabric Digital Inkjet Printer Office Table","2","18231","Multi Color Tech Inc","3796 Victoria Park Ave North York On M2H 3H7 Canada416-4913333"
"Shanghai Ruito Co Ltd","Room 202 No 45 Zhengsu Road Yangpu District Shanghai China 021-552332 00","","Phone Numbers: 02155233200 --- Emails: ","China","1","Los Angeles, Ca","Ningpo","760719","Aluminum Hookah Stem Aluminum Foil","1","14952","Zahrah Tobacco Llc","10545 Dale Avenue Stanton Ca 90680 Tarazin@Yahoo Com"
"Shanghai Sishun Machinery Co","Limi No 3131 Jinshajiang Road Jiading District Shanghai 200000 China","","Phone Numbers:  --- Emails: ","China","1","Los Angeles, Ca","Shanghai","847940","Tankless Water Heater Slush Making Machine Spandex Chair Cover Cable Protector Water Istiller Aluminum Truss","2","20496","",""
"Shanghai Sourcing Ltd","Room 605 6 Floor Building No 1 Hui Yin Ming Zun No 609 East Yun Ling Road Putuo District Shanghai","","Phone Numbers:  --- Emails: ","China","1","New York/Newark Area, Newark, Nj","Shanghai","830241","Aluminum Door Frame Accessory","1","910","",""
"Shanghai Umag Group Corp Co Ltd","Unit F1 20Th Floor Zhao Feng Universe Building No 1800 West Zhongx","","Phone Numbers:  --- Emails: ","China","1","San Juan, Puerto Rico","Puerto Manzanillo","292620","Pvc Flex Banner Pvc Flex Sheet Exhibition Pvc Foam Board Aluminum Composite Panel Corrugated Sheet Xshan Road Shanghai China Xxtel Xxfax Xxxtel Xxxfax","2","25423","Garriga Trade Company Inc","Urb Industrial Minillas 320 Calle D Bayamon Pr 00959 Ss660311787 Mrn 0003529-0014Xxx"
